year,period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,states,st
1997,Sep,63.9,60.6,1922301,1824738,97563,5.1,Kentucky,ky
1998,Sep,63.8,60.8,1940101,1849938,90163,4.6,Kentucky,ky
1999,Sep,64.0,61.2,1963426,1876142,87284,4.4,Kentucky,ky
2000,Sep,63.5,60.8,1962928,1880568,82360,4.2,Kentucky,ky
2001,Sep,62.8,59.3,1953373,1845338,108035,5.5,Kentucky,ky
2002,Sep,62.0,58.5,1943301,1833682,109619,5.6,Kentucky,ky
2003,Sep,62.1,58.3,1964224,1843047,121177,6.2,Kentucky,ky
2004,Sep,61.8,58.6,1964337,1862552,101785,5.2,Kentucky,ky
2005,Sep,62.5,58.7,2009458,1888154,121304,6.0,Kentucky,ky
2006,Sep,62.6,59.0,2037117,1920808,116309,5.7,Kentucky,ky
2007,Sep,61.8,58.4,2027424,1917525,109899,5.4,Kentucky,ky
2008,Sep,61.5,57.2,2037443,1896010,141433,6.9,Kentucky,ky
2009,Sep,61.8,55.3,2060561,1842410,218151,10.6,Kentucky,ky
2010,Sep,61.2,55.1,2053705,1848429,205276,10.0,Kentucky,ky
2011,Sep,60.9,55.3,2056518,1864979,191539,9.3,Kentucky,ky
2012,Sep,60.9,56.0,2067604,1898510,169094,8.2,Kentucky,ky
2013,Sep,60.0,55.2,2049298,1885919,163379,8.0,Kentucky,ky
2014,Sep,58.1,54.7,1992168,1875166,117002,5.9,Kentucky,ky
2015,Sep,57.4,54.4,1977742,1874780,102962,5.2,Kentucky,ky
2016,Sep,58.5,55.5,2026369,1923054,103315,5.1,Kentucky,ky
2017,Sep,59.1,56.4,2056448,1959496,96952,4.7,Kentucky,ky
2018,Sep,59.0,56.5,2058455,1969164,89291,4.3,Kentucky,ky
2019,Sep,59.5,57.0,2081590,1991454,90136,4.3,Kentucky,ky
2020,Sep,54.9,51.8,1925252,1817329,107923,5.6,Kentucky,ky
1976,Sep,56.5,52.5,1538809,1430467,108342,7.0,Louisiana,la
1977,Sep,58.2,54.0,1622028,1505819,116209,7.2,Louisiana,la
1978,Sep,58.7,55.0,1673075,1568245,104830,6.3,Louisiana,la
1979,Sep,59.9,55.7,1750063,1625838,124225,7.1,Louisiana,la
1980,Sep,59.9,55.8,1794228,1670676,123552,6.9,Louisiana,la
1981,Sep,60.7,55.5,1856341,1696746,159595,8.6,Louisiana,la
1982,Sep,59.8,53.4,1866665,1668477,198188,10.6,Louisiana,la
1983,Sep,60.8,53.9,1927959,1710733,217226,11.3,Louisiana,la
1984,Sep,61.6,55.2,1962332,1760020,202312,10.3,Louisiana,la
1985,Sep,62.1,54.8,1989049,1754495,234554,11.8,Louisiana,la
1986,Sep,61.2,53.2,1972463,1714963,257500,13.1,Louisiana,la
1987,Sep,60.9,53.7,1943566,1713740,229826,11.8,Louisiana,la
1988,Sep,60.5,54.1,1915198,1712967,202231,10.6,Louisiana,la
1989,Sep,59.2,55.0,1865666,1735141,130525,7.0,Louisiana,la
1990,Sep,60.9,56.9,1880295,1757660,122635,6.5,Louisiana,la
1991,Sep,61.8,57.3,1914612,1776072,138540,7.2,Louisiana,la
1992,Sep,61.4,56.4,1920087,1762165,157922,8.2,Louisiana,la
1993,Sep,60.3,55.7,1897843,1752637,145206,7.7,Louisiana,la
1994,Sep,61.6,56.9,1953467,1802851,150616,7.7,Louisiana,la
1995,Sep,61.2,57.1,1956941,1825221,131720,6.7,Louisiana,la
1996,Sep,62.1,58.1,2002807,1873458,129349,6.5,Louisiana,la
1997,Sep,62.5,58.8,2029048,1910612,118436,5.8,Louisiana,la
1998,Sep,62.9,59.2,2054913,1935279,119634,5.8,Louisiana,la
1999,Sep,62.2,59.0,2042166,1937148,105018,5.1,Louisiana,la
2000,Sep,61.6,58.3,2028697,1918188,110509,5.4,Louisiana,la
2001,Sep,61.2,57.7,2019760,1902657,117103,5.8,Louisiana,la
2002,Sep,60.6,56.9,2007885,1885167,122718,6.1,Louisiana,la
2003,Sep,60.6,56.7,2016744,1887858,128886,6.4,Louisiana,la
2004,Sep,61.1,57.6,2044932,1925089,119843,5.9,Louisiana,la
2005,Sep,67.9,60.3,2147999,1905672,242327,11.3,Louisiana,la
2006,Sep,62.1,59.4,1995460,1910446,85014,4.3,Louisiana,la
2007,Sep,61.6,59.1,2038498,1954321,84177,4.1,Louisiana,la
2008,Sep,62.5,59.1,2101575,1988229,113346,5.4,Louisiana,la
2009,Sep,60.6,56.3,2058526,1911530,146996,7.1,Louisiana,la
2010,Sep,60.6,55.6,2091694,1918710,172984,8.3,Louisiana,la
2011,Sep,59.4,54.9,2069983,1911840,158143,7.6,Louisiana,la
2012,Sep,59.4,55.4,2082392,1942392,140000,6.7,Louisiana,la
2013,Sep,59.6,55.8,2102914,1968399,134515,6.4,Louisiana,la
2014,Sep,61.4,57.2,2179721,2029720,150001,6.9,Louisiana,la
2015,Sep,60.0,56.4,2142848,2013302,129546,6.0,Louisiana,la
2016,Sep,58.9,55.3,2111963,1983765,128198,6.1,Louisiana,la
2017,Sep,58.7,55.9,2104598,2004011,100587,4.8,Louisiana,la
2018,Sep,58.7,55.8,2100951,1998331,102620,4.9,Louisiana,la
2019,Sep,58.7,55.7,2099185,1993090,106095,5.1,Louisiana,la
2020,Sep,58.6,53.9,2095056,1924727,170329,8.1,Louisiana,la
1976,Sep,61.5,56.2,477675,436709,40966,8.6,Maine,me
1977,Sep,60.3,55.5,478420,440789,37631,7.9,Maine,me
1978,Sep,60.4,56.6,487773,456977,30796,6.3,Maine,me
1979,Sep,61.1,56.9,501274,466807,34467,6.9,Maine,me
1980,Sep,61.1,56.2,506054,465609,40445,8.0,Maine,me
1981,Sep,61.1,56.6,511096,474099,36997,7.2,Maine,me
1982,Sep,61.5,56.3,519964,476046,43918,8.4,Maine,me
1983,Sep,63.1,58.0,539733,496698,43035,8.0,Maine,me
1984,Sep,63.2,59.4,548209,515600,32609,5.9,Maine,me
1985,Sep,62.9,59.6,551248,521900,29348,5.3,Maine,me
1986,Sep,63.8,60.5,565566,535801,29765,5.3,Maine,me
1987,Sep,65.8,63.0,593003,567476,25527,4.3,Maine,me
1988,Sep,65.7,63.2,603165,580368,22797,3.8,Maine,me
1989,Sep,66.7,63.7,620413,592811,27602,4.4,Maine,me
1990,Sep,67.4,63.5,635124,598217,36907,5.8,Maine,me
1991,Sep,67.9,63.1,641385,595933,45452,7.1,Maine,me
1992,Sep,68.1,63.2,644160,598216,45944,7.1,Maine,me
1993,Sep,66.1,61.2,627599,580993,46606,7.4,Maine,me
1994,Sep,65.1,60.6,620460,577758,42702,6.9,Maine,me
1995,Sep,67.2,63.3,642499,605182,37317,5.8,Maine,me
1996,Sep,68.4,65.0,660569,627636,32933,5.0,Maine,me
1997,Sep,67.3,64.0,654350,622265,32085,4.9,Maine,me
1998,Sep,67.0,64.0,654534,625363,29171,4.5,Maine,me
1999,Sep,68.4,65.7,674263,647919,26344,3.9,Maine,me
2000,Sep,67.8,65.5,674992,652891,22101,3.3,Maine,me
2001,Sep,67.0,64.3,674535,647231,27304,4.0,Maine,me
2002,Sep,66.5,63.6,677033,647259,29774,4.4,Maine,me
2003,Sep,66.5,63.2,684763,650552,34211,5.0,Maine,me
2004,Sep,66.2,63.2,687078,655292,31786,4.6,Maine,me
2005,Sep,67.1,63.8,700637,666479,34158,4.9,Maine,me
2006,Sep,66.8,63.7,702971,670043,32928,4.7,Maine,me
2007,Sep,66.1,62.9,699325,665432,33893,4.8,Maine,me
2008,Sep,65.9,62.1,700983,659988,40995,5.8,Maine,me
2009,Sep,65.2,59.8,694464,637661,56803,8.2,Maine,me
2010,Sep,64.7,59.4,695496,639030,56466,8.1,Maine,me
2011,Sep,64.8,59.8,700037,645554,54483,7.8,Maine,me
2012,Sep,64.9,60.2,703085,651471,51614,7.3,Maine,me
2013,Sep,65.0,60.9,705866,660735,45131,6.4,Maine,me
2014,Sep,63.7,60.2,693527,656034,37493,5.4,Maine,me
2015,Sep,62.4,59.8,680513,652541,27972,4.1,Maine,me
2016,Sep,63.5,61.1,694732,668859,25873,3.7,Maine,me
2017,Sep,63.4,61.3,697541,674605,22936,3.3,Maine,me
2018,Sep,62.8,60.8,694698,671758,22940,3.3,Maine,me
2019,Sep,62.3,60.5,693045,672746,20299,2.9,Maine,me
2020,Sep,60.9,57.2,681209,639836,41373,6.1,Maine,me
1976,Sep,64.4,60.1,1924391,1795002,129389,6.7,Maryland,md
1977,Sep,65.3,61.3,1984662,1863976,120686,6.1,Maryland,md
1978,Sep,66.8,63.2,2062526,1950340,112186,5.4,Maryland,md
1979,Sep,68.0,64.0,2121485,1998924,122561,5.8,Maryland,md
1980,Sep,68.3,63.6,2154127,2007141,146986,6.8,Maryland,md
1981,Sep,67.8,62.7,2171929,2008675,163254,7.5,Maryland,md
1982,Sep,67.1,61.7,2170163,1992609,177554,8.2,Maryland,md
1983,Sep,67.9,63.5,2210256,2065869,144387,6.5,Maryland,md
1984,Sep,68.3,64.7,2252956,2133366,119590,5.3,Maryland,md
1985,Sep,68.2,65.2,2286220,2185031,101189,4.4,Maryland,md
1986,Sep,69.5,66.3,2366101,2255197,110904,4.7,Maryland,md
1987,Sep,69.8,66.9,2418491,2315562,102929,4.3,Maryland,md
1988,Sep,70.4,67.5,2481759,2376998,104761,4.2,Maryland,md
1989,Sep,71.1,68.4,2534898,2438391,96507,3.8,Maryland,md
1990,Sep,70.5,67.0,2604780,2475842,128938,5.0,Maryland,md
1991,Sep,70.3,66.0,2619192,2458831,160361,6.1,Maryland,md
1992,Sep,70.7,66.0,2651468,2474332,177136,6.7,Maryland,md
1993,Sep,70.6,66.3,2664198,2501521,162677,6.1,Maryland,md
1994,Sep,70.7,67.1,2688802,2551767,137035,5.1,Maryland,md
1995,Sep,70.9,67.3,2714213,2575751,138462,5.1,Maryland,md
1996,Sep,71.2,67.7,2754523,2618617,135906,4.9,Maryland,md
1997,Sep,71.1,67.6,2768996,2632812,136184,4.9,Maryland,md
1998,Sep,70.4,67.4,2763673,2646329,117344,4.2,Maryland,md
1999,Sep,69.8,67.5,2767775,2672927,94848,3.4,Maryland,md
2000,Sep,70.2,67.6,2811536,2708095,103441,3.7,Maryland,md
2001,Sep,70.0,67.0,2843778,2720608,123170,4.3,Maryland,md
2002,Sep,69.7,66.7,2870452,2747334,123118,4.3,Maryland,md
2003,Sep,69.2,66.2,2883901,2757747,126154,4.4,Maryland,md
2004,Sep,68.6,65.7,2892914,2771484,121430,4.2,Maryland,md
2005,Sep,68.9,66.1,2934284,2816234,118050,4.0,Maryland,md
2006,Sep,69.1,66.4,2973411,2855356,118055,4.0,Maryland,md
2007,Sep,68.6,66.2,2971577,2869542,102035,3.4,Maryland,md
2008,Sep,69.1,65.8,3013634,2871664,141970,4.7,Maryland,md
2009,Sep,68.8,63.8,3032186,2811931,220255,7.3,Maryland,md
2010,Sep,68.4,63.2,3085181,2850945,234236,7.6,Maryland,md
2011,Sep,68.0,63.0,3100657,2875949,224708,7.2,Maryland,md
2012,Sep,67.8,63.1,3125936,2908979,216957,6.9,Maryland,md
2013,Sep,67.3,63.0,3126736,2925718,201018,6.4,Maryland,md
2014,Sep,66.9,63.1,3128126,2950057,178069,5.7,Maryland,md
2015,Sep,66.9,63.6,3143475,2989353,154122,4.9,Maryland,md
2016,Sep,67.3,64.3,3175756,3034632,141124,4.4,Maryland,md
2017,Sep,67.8,64.9,3210100,3075642,134458,4.2,Maryland,md
2018,Sep,67.9,65.3,3224397,3101348,123049,3.8,Maryland,md
2019,Sep,68.7,66.3,3271010,3156844,114166,3.5,Maryland,md
2020,Sep,64.2,59.6,3067839,2848464,219375,7.2,Maryland,md
1976,Sep,64.6,58.7,2726270,2478825,247445,9.1,Massachusetts,ma
1977,Sep,65.1,60.2,2773738,2567798,205940,7.4,Massachusetts,ma
1978,Sep,65.6,61.7,2824969,2654730,170239,6.0,Massachusetts,ma
1979,Sep,65.7,62.2,2856326,2704332,151994,5.3,Massachusetts,ma
1980,Sep,65.6,61.8,2874639,2709016,165623,5.8,Massachusetts,ma
1981,Sep,66.8,62.2,2954963,2752172,202791,6.9,Massachusetts,ma
1982,Sep,67.3,62.0,2991885,2759600,232285,7.8,Massachusetts,ma
1983,Sep,67.3,63.0,3013543,2820908,192635,6.4,Massachusetts,ma
1984,Sep,67.3,64.3,3039445,2906549,132896,4.4,Massachusetts,ma
1985,Sep,67.3,64.6,3052701,2932914,119787,3.9,Massachusetts,ma
1986,Sep,67.3,64.6,3073020,2952811,120209,3.9,Massachusetts,ma
1987,Sep,67.5,65.5,3100179,3007417,92762,3.0,Massachusetts,ma
1988,Sep,68.2,66.0,3149355,3044637,104718,3.3,Massachusetts,ma
1989,Sep,68.9,65.8,3180320,3038252,142068,4.5,Massachusetts,ma
1990,Sep,68.0,63.3,3205957,2986249,219708,6.9,Massachusetts,ma
1991,Sep,68.1,62.1,3194515,2912210,282305,8.8,Massachusetts,ma
1992,Sep,67.9,62.2,3182361,2915147,267214,8.4,Massachusetts,ma
1993,Sep,67.6,63.1,3173492,2963148,210344,6.6,Massachusetts,ma
1994,Sep,68.0,64.0,3209560,3020877,188683,5.9,Massachusetts,ma
1995,Sep,67.6,64.1,3216059,3049070,166989,5.2,Massachusetts,ma
1996,Sep,68.0,65.1,3256128,3119015,137113,4.2,Massachusetts,ma
1997,Sep,68.7,66.1,3316163,3190502,125661,3.8,Massachusetts,ma
1998,Sep,68.9,66.7,3349283,3241375,107908,3.2,Massachusetts,ma
1999,Sep,68.4,66.2,3351931,3244601,107330,3.2,Massachusetts,ma
2000,Sep,67.3,65.5,3322691,3236314,86377,2.6,Massachusetts,ma
2001,Sep,68.0,65.3,3388852,3251382,137470,4.1,Massachusetts,ma
2002,Sep,68.7,64.9,3442962,3254048,188914,5.5,Massachusetts,ma
2003,Sep,67.9,64.0,3417109,3219119,197990,5.8,Massachusetts,ma
2004,Sep,67.1,63.7,3385666,3217418,168248,5.0,Massachusetts,ma
2005,Sep,66.9,63.6,3387457,3223430,164027,4.8,Massachusetts,ma
2006,Sep,67.2,63.9,3424407,3257339,167068,4.9,Massachusetts,ma
2007,Sep,66.6,63.6,3424863,3270198,154665,4.5,Massachusetts,ma
2008,Sep,66.7,62.7,3466081,3258630,207451,6.0,Massachusetts,ma
2009,Sep,66.2,60.5,3472149,3173883,298266,8.6,Massachusetts,ma
2010,Sep,66.1,60.8,3474837,3195212,279625,8.0,Massachusetts,ma
2011,Sep,65.4,60.8,3469527,3225301,244226,7.0,Massachusetts,ma
2012,Sep,65.2,60.8,3496582,3263317,233265,6.7,Massachusetts,ma
2013,Sep,64.9,60.6,3515673,3282306,233367,6.6,Massachusetts,ma
2014,Sep,65.6,62.0,3590865,3390352,200513,5.6,Massachusetts,ma
2015,Sep,64.9,61.9,3577728,3411294,166434,4.7,Massachusetts,ma
2016,Sep,65.4,63.0,3632086,3497961,134125,3.7,Massachusetts,ma
2017,Sep,66.2,63.8,3701711,3564432,137279,3.7,Massachusetts,ma
2018,Sep,67.7,65.5,3804087,3680361,123726,3.3,Massachusetts,ma
2019,Sep,67.9,66.0,3829750,3722387,107363,2.8,Massachusetts,ma
2020,Sep,66.9,60.5,3789576,3424166,365410,9.6,Massachusetts,ma
1976,Sep,62.1,56.5,4019823,3658709,361114,9.0,Michigan,mi
1977,Sep,63.2,58.1,4144399,3811069,333330,8.0,Michigan,mi
1978,Sep,63.5,59.1,4225542,3929790,295752,7.0,Michigan,mi
1979,Sep,64.0,58.8,4310759,3958126,352633,8.2,Michigan,mi
1980,Sep,63.4,55.1,4297324,3730008,567316,13.2,Michigan,mi
1981,Sep,63.2,55.4,4289576,3755842,533734,12.4,Michigan,mi
1982,Sep,63.6,53.5,4288618,3609417,679201,15.8,Michigan,mi
1983,Sep,64.1,55.5,4302409,3725615,576794,13.4,Michigan,mi
1984,Sep,64.5,57.4,4351117,3875112,476005,10.9,Michigan,mi
1985,Sep,64.1,57.9,4363844,3937331,426513,9.8,Michigan,mi
1986,Sep,64.3,58.7,4417173,4033131,384042,8.7,Michigan,mi
1987,Sep,65.2,59.8,4524960,4151753,373207,8.2,Michigan,mi
1988,Sep,65.5,60.8,4568302,4238129,330173,7.2,Michigan,mi
1989,Sep,65.9,60.9,4605649,4258388,347261,7.5,Michigan,mi
1990,Sep,65.4,60.4,4598261,4248013,350248,7.6,Michigan,mi
1991,Sep,64.8,58.9,4590516,4172993,417523,9.1,Michigan,mi
1992,Sep,65.7,59.9,4692566,4280871,411695,8.8,Michigan,mi
1993,Sep,66.4,61.6,4770569,4427950,342619,7.2,Michigan,mi
1994,Sep,66.6,62.9,4816585,4548733,267852,5.6,Michigan,mi
1995,Sep,65.9,62.5,4809222,4561475,247747,5.2,Michigan,mi
1996,Sep,66.5,63.3,4907980,4671137,236843,4.8,Michigan,mi
1997,Sep,67.1,64.3,4974171,4768260,205911,4.1,Michigan,mi
1998,Sep,67.7,65.0,5035456,4835378,200078,4.0,Michigan,mi
1999,Sep,68.7,66.2,5138623,4953782,184841,3.6,Michigan,mi
2000,Sep,68.4,65.8,5153830,4953944,199886,3.9,Michigan,mi
2001,Sep,67.1,63.4,5088626,4808346,280280,5.5,Michigan,mi
2002,Sep,65.6,61.6,5004318,4699620,304698,6.1,Michigan,mi
2003,Sep,65.5,60.7,5030998,4661812,369186,7.3,Michigan,mi
2004,Sep,65.8,61.1,5072960,4710997,361963,7.1,Michigan,mi
2005,Sep,65.7,61.4,5089332,4754220,335112,6.6,Michigan,mi
2006,Sep,65.3,60.6,5069920,4708268,361652,7.1,Michigan,mi
2007,Sep,64.3,59.6,4996814,4635895,360919,7.2,Michigan,mi
2008,Sep,63.2,57.8,4909036,4494598,414438,8.4,Michigan,mi
2009,Sep,62.9,53.9,4889252,4193120,696132,14.2,Michigan,mi
2010,Sep,61.6,54.2,4761178,4190675,570503,12.0,Michigan,mi
2011,Sep,60.4,54.2,4687766,4207816,479950,10.2,Michigan,mi
2012,Sep,60.0,54.5,4677098,4253618,423480,9.1,Michigan,mi
2013,Sep,60.4,55.2,4734194,4322206,411988,8.7,Michigan,mi
2014,Sep,60.6,56.5,4769352,4443750,325602,6.8,Michigan,mi
2015,Sep,60.3,57.3,4759182,4517377,241805,5.1,Michigan,mi
2016,Sep,61.4,58.3,4865286,4619004,246282,5.1,Michigan,mi
2017,Sep,61.5,58.7,4896914,4668084,228830,4.7,Michigan,mi
2018,Sep,61.5,59.1,4908817,4715487,193330,3.9,Michigan,mi
2019,Sep,61.8,59.3,4939952,4746565,193387,3.9,Michigan,mi
2020,Sep,61.0,55.8,4890716,4474192,416524,8.5,Michigan,mi
1976,Sep,66.1,62.3,1867208,1759571,107637,5.8,Minnesota,mn
1977,Sep,67.0,63.7,1924827,1828891,95936,5.0,Minnesota,mn
1978,Sep,68.1,65.6,1987751,1913144,74607,3.8,Minnesota,mn
1979,Sep,69.6,66.5,2064756,1973901,90855,4.4,Minnesota,mn
1980,Sep,69.9,65.7,2110309,1982987,127322,6.0,Minnesota,mn
1981,Sep,69.6,65.5,2122914,1999730,123184,5.8,Minnesota,mn
1982,Sep,70.4,64.3,2164078,1977077,187001,8.6,Minnesota,mn
1983,Sep,70.5,65.2,2177871,2014150,163721,7.5,Minnesota,mn
1984,Sep,71.0,66.7,2206465,2074983,131482,6.0,Minnesota,mn
1985,Sep,71.5,67.1,2235303,2098976,136327,6.1,Minnesota,mn
1986,Sep,70.7,67.0,2242163,2125033,117130,5.2,Minnesota,mn
1987,Sep,71.4,67.8,2289373,2174088,115285,5.0,Minnesota,mn
1988,Sep,71.3,68.2,2317501,2217417,100084,4.3,Minnesota,mn
1989,Sep,72.1,68.9,2360970,2256959,104011,4.4,Minnesota,mn
1990,Sep,73.5,69.9,2408908,2290090,118818,4.9,Minnesota,mn
1991,Sep,73.3,69.6,2431937,2308214,123723,5.1,Minnesota,mn
1992,Sep,74.0,70.2,2481025,2353324,127701,5.1,Minnesota,mn
1993,Sep,74.1,70.6,2522573,2401759,120814,4.8,Minnesota,mn
1994,Sep,74.3,71.4,2565028,2463986,101042,3.9,Minnesota,mn
1995,Sep,74.6,71.9,2610669,2515478,95191,3.6,Minnesota,mn
1996,Sep,75.0,72.0,2661939,2558447,103492,3.9,Minnesota,mn
1997,Sep,74.9,72.5,2690360,2605980,84380,3.1,Minnesota,mn
1998,Sep,74.8,72.7,2718945,2644991,73954,2.7,Minnesota,mn
1999,Sep,75.0,72.9,2769202,2688868,80334,2.9,Minnesota,mn
2000,Sep,75.5,73.0,2823635,2730936,92699,3.3,Minnesota,mn
2001,Sep,75.1,72.1,2845757,2734088,111669,3.9,Minnesota,mn
2002,Sep,74.6,71.4,2859576,2734464,125112,4.4,Minnesota,mn
2003,Sep,74.4,70.7,2878962,2733410,145552,5.1,Minnesota,mn
2004,Sep,73.9,70.5,2883214,2749624,133590,4.6,Minnesota,mn
2005,Sep,73.3,70.4,2883421,2769184,114237,4.0,Minnesota,mn
2006,Sep,72.5,69.6,2887416,2771072,116344,4.0,Minnesota,mn
2007,Sep,72.3,68.9,2908243,2772053,136190,4.7,Minnesota,mn
2008,Sep,72.3,68.1,2934806,2765254,169552,5.8,Minnesota,mn
2009,Sep,71.8,66.1,2935146,2703348,231798,7.9,Minnesota,mn
2010,Sep,71.3,66.1,2941269,2726480,214789,7.3,Minnesota,mn
2011,Sep,70.9,66.5,2949489,2762924,186565,6.3,Minnesota,mn
2012,Sep,70.4,66.5,2952420,2787876,164544,5.6,Minnesota,mn
2013,Sep,70.0,66.7,2959346,2817257,142089,4.8,Minnesota,mn
2014,Sep,69.9,67.2,2977012,2860581,116431,3.9,Minnesota,mn
2015,Sep,70.1,67.5,3004387,2895400,108987,3.6,Minnesota,mn
2016,Sep,70.3,67.5,3042451,2920504,121947,4.0,Minnesota,mn
2017,Sep,70.2,67.9,3062333,2962056,100277,3.3,Minnesota,mn
2018,Sep,69.9,67.9,3073942,2985670,88272,2.9,Minnesota,mn
2019,Sep,70.4,68.1,3120459,3019383,101076,3.2,Minnesota,mn
2020,Sep,68.4,64.3,3055452,2872689,182763,6.0,Minnesota,mn
1976,Sep,58.7,54.9,976927,913422,63505,6.5,Mississippi,ms
1977,Sep,59.0,54.6,1001357,927140,74217,7.4,Mississippi,ms
1978,Sep,58.8,54.8,1016469,947328,69141,6.8,Mississippi,ms
1979,Sep,58.9,55.5,1033328,973254,60074,5.8,Mississippi,ms
1980,Sep,59.6,54.9,1058726,974623,84103,7.9,Mississippi,ms
1981,Sep,58.9,53.8,1059014,967330,91684,8.7,Mississippi,ms
1982,Sep,58.4,51.6,1061474,938594,122880,11.6,Mississippi,ms
1983,Sep,58.0,51.3,1059952,937754,122198,11.5,Mississippi,ms
1984,Sep,58.9,52.6,1086872,970813,116059,10.7,Mississippi,ms
1985,Sep,60.6,54.3,1133079,1015629,117450,10.4,Mississippi,ms
1986,Sep,61.9,54.8,1157479,1023383,134096,11.6,Mississippi,ms
1987,Sep,61.2,55.3,1149591,1039845,109746,9.5,Mississippi,ms
1988,Sep,60.9,55.6,1148889,1049546,99343,8.6,Mississippi,ms
1989,Sep,61.7,57.0,1169464,1080609,88855,7.6,Mississippi,ms
1990,Sep,62.1,57.4,1183721,1093210,90511,7.6,Mississippi,ms
1991,Sep,61.3,56.3,1176494,1079713,96781,8.2,Mississippi,ms
1992,Sep,62.0,57.0,1198388,1102050,96338,8.0,Mississippi,ms
1993,Sep,62.4,58.5,1220856,1143168,77688,6.4,Mississippi,ms
1994,Sep,63.4,59.5,1256446,1179396,77050,6.1,Mississippi,ms
1995,Sep,62.9,58.8,1262550,1181620,80930,6.4,Mississippi,ms
1996,Sep,62.4,58.8,1266412,1192833,73579,5.8,Mississippi,ms
1997,Sep,62.2,58.6,1275551,1202015,73536,5.8,Mississippi,ms
1998,Sep,61.6,58.4,1276066,1208993,67073,5.3,Mississippi,ms
1999,Sep,62.0,58.8,1294866,1227516,67350,5.2,Mississippi,ms
2000,Sep,62.7,59.4,1315831,1246779,69052,5.2,Mississippi,ms
2001,Sep,61.1,57.5,1286658,1211298,75360,5.9,Mississippi,ms
2002,Sep,60.9,56.9,1286582,1203301,83281,6.5,Mississippi,ms
2003,Sep,61.6,57.8,1306671,1226817,79854,6.1,Mississippi,ms
2004,Sep,61.5,57.5,1315497,1229936,85561,6.5,Mississippi,ms
2005,Sep,61.2,55.2,1321041,1192086,128955,9.8,Mississippi,ms
2006,Sep,59.9,56.1,1293378,1211497,81881,6.3,Mississippi,ms
2007,Sep,60.2,56.6,1309779,1231456,78323,6.0,Mississippi,ms
2008,Sep,59.4,55.2,1300163,1209356,90807,7.0,Mississippi,ms
2009,Sep,57.2,51.5,1259563,1134683,124880,9.9,Mississippi,ms
2010,Sep,60.0,54.0,1342025,1207542,134483,10.0,Mississippi,ms
2011,Sep,59.8,53.8,1343207,1209232,133975,10.0,Mississippi,ms
2012,Sep,58.2,52.9,1311692,1193750,117942,9.0,Mississippi,ms
2013,Sep,55.7,51.1,1262896,1157885,105011,8.3,Mississippi,ms
2014,Sep,54.9,50.9,1247815,1157586,90229,7.2,Mississippi,ms
2015,Sep,55.7,52.2,1268954,1189973,78981,6.2,Mississippi,ms
2016,Sep,56.0,52.8,1280255,1207279,72976,5.7,Mississippi,ms
2017,Sep,55.8,53.0,1276188,1212687,63501,5.0,Mississippi,ms
2018,Sep,55.4,52.8,1266590,1205948,60642,4.8,Mississippi,ms
2019,Sep,56.0,52.9,1280907,1209518,71389,5.6,Mississippi,ms
2020,Sep,56.6,52.6,1296003,1204207,91796,7.1,Mississippi,ms
1976,Sep,61.5,57.5,2150007,2011687,138320,6.4,Missouri,mo
1977,Sep,63.2,59.5,2241727,2109220,132507,5.9,Missouri,mo
1978,Sep,62.7,59.9,2252126,2149837,102289,4.5,Missouri,mo
1979,Sep,63.0,59.8,2287359,2168934,118425,5.2,Missouri,mo
1980,Sep,63.1,58.2,2313114,2132473,180641,7.8,Missouri,mo
1981,Sep,62.7,57.9,2313582,2136244,177338,7.7,Missouri,mo
1982,Sep,62.9,56.8,2330672,2106027,224645,9.6,Missouri,mo
1983,Sep,63.6,57.6,2373984,2150064,223920,9.4,Missouri,mo
1984,Sep,63.3,59.1,2381486,2223642,157844,6.6,Missouri,mo
1985,Sep,65.4,61.3,2475387,2318381,157006,6.3,Missouri,mo
1986,Sep,66.6,62.4,2553464,2392534,160930,6.3,Missouri,mo
1987,Sep,66.8,62.7,2589912,2431484,158428,6.1,Missouri,mo
1988,Sep,66.4,62.5,2591456,2438362,153094,5.9,Missouri,mo
1989,Sep,67.0,63.2,2620615,2473255,147360,5.6,Missouri,mo
1990,Sep,67.9,63.7,2626829,2465050,161779,6.2,Missouri,mo
1991,Sep,67.9,63.6,2646078,2479565,166513,6.3,Missouri,mo
1992,Sep,67.4,63.3,2648701,2487104,161597,6.1,Missouri,mo
1993,Sep,67.9,63.8,2698733,2533124,165609,6.1,Missouri,mo
1994,Sep,69.7,66.3,2800867,2664480,136387,4.9,Missouri,mo
1995,Sep,70.6,67.4,2864907,2733807,131100,4.6,Missouri,mo
1996,Sep,71.3,67.9,2925353,2785909,139444,4.8,Missouri,mo
1997,Sep,70.9,67.8,2934800,2807969,126831,4.3,Missouri,mo
1998,Sep,69.8,67.0,2913501,2797070,116431,4.0,Missouri,mo
1999,Sep,69.1,66.9,2909979,2815134,94845,3.3,Missouri,mo
2000,Sep,69.9,67.3,2967517,2854570,112947,3.8,Missouri,mo
2001,Sep,69.9,66.5,2991029,2848999,142030,4.7,Missouri,mo
2002,Sep,69.6,65.9,3005277,2846364,158913,5.3,Missouri,mo
2003,Sep,69.4,65.4,3021376,2847476,173900,5.8,Missouri,mo
2004,Sep,68.6,64.5,3016752,2834285,182467,6.0,Missouri,mo
